X                    Y                    Z                    Dose [pSv/h]                             Rel. Error                 
-2199,55             453,33               -569,6               3,55172E+10                              6,40811E-03                
-2189,26             453,33               -569,6               3,575299E+10                             6,516267E-03               
-2178,97             453,33               -569,6               3,59779E+10                              6,589726E-03               
-2168,68             453,33               -569,6               3,620096E+10                             6,64954E-03                
-2158,39             453,33               -569,6               3,642925E+10                             6,732947E-03               
-2148,1              453,33               -569,6               3,665169E+10                             6,804826E-03               
-2137,81             453,33               -569,6               3,686034E+10                             6,837686E-03               
-2127,52             453,33               -569,6               3,706983E+10                             6,873359E-03               
-2117,23             453,33               -569,6               3,728494E+10                             6,923846E-03               
-2415,63             462,68               -569,6               3,085342E+10                             4,663191E-03               
-2405,34             462,68               -569,6               3,105881E+10                             4,725705E-03               
-2395,05             462,68               -569,6               3,1273E+10                               4,801858E-03               
-2384,76             462,68               -569,6               3,148725E+10                             4,883078E-03               
-2374,47             462,68               -569,6               3,16988E+10                              4,947876E-03               
-2364,18             462,68               -569,6               3,191653E+10                             5,030105E-03               
-2353,89             462,68               -569,6               3,213464E+10                             5,110788E-03               
-2343,6              462,68               -569,6               3,235682E+10                             5,193438E-03               
-2333,31             462,68               -569,6               3,257976E+10                             5,278233E-03               
-2323,02             462,68               -569,6               3,280484E+10                             5,367466E-03               
-2312,73             462,68               -569,6               3,302869E+10                             5,454111E-03               
-2302,44             462,68               -569,6               3,325841E+10                             5,552453E-03               
-2292,16             462,68               -569,6               3,349218E+10                             5,654133E-03               
-2281,87             462,68               -569,6               3,372036E+10                             5,745809E-03               
-2271,58             462,68               -569,6               3,394724E+10                             5,827436E-03               
-2261,29             462,68               -569,6               3,418791E+10                             5,946725E-03               
-2251                462,68               -569,6               3,442144E+10                             6,048515E-03               
-2240,71             462,68               -569,6               3,465442E+10                             6,146682E-03               
-2230,42             462,68               -569,6               3,488874E+10                             6,248855E-03               
-2220,13             462,68               -569,6               3,513176E+10                             6,368857E-03               
-2209,84             462,68               -569,6               3,536452E+10                             6,467834E-03               
-2199,55             462,68               -569,6               3,558559E+10                             6,529711E-03               
-2189,26             462,68               -569,6               3,582813E+10                             6,649189E-03               
-2178,97             462,68               -569,6               3,6069E+10                               6,778977E-03               
-2168,68             462,68               -569,6               3,629962E+10                             6,858882E-03               
-2158,39             462,68               -569,6               3,652212E+10                             6,919131E-03               
-2148,1              462,68               -569,6               3,674767E+10                             7,005618E-03               
-2137,81             462,68               -569,6               3,6977E+10                               7,089579E-03               
-2127,52             462,68               -569,6               3,718892E+10                             7,121499E-03               
-2117,23             462,68               -569,6               3,74126E+10                              7,198557E-03               
-2415,63             472,04               -569,6               3,087042E+10                             4,670633E-03               
-2405,34             472,04               -569,6               3,108228E+10                             4,743487E-03               
-2395,05             472,04               -569,6               3,129085E+10                             4,813014E-03               
-2384,76             472,04               -569,6               3,150682E+10                             4,891256E-03               
-2374,47             472,04               -569,6               3,17266E+10                              4,976836E-03               
-2364,18             472,04               -569,6               3,194617E+10                             5,058061E-03               
-2353,89             472,04               -569,6               3,21671E+10                              5,146613E-03               
-2343,6              472,04               -569,6               3,238843E+10                             5,22726E-03                
-2333,31             472,04               -569,6               3,261418E+10                             5,314904E-03               
-2323,02             472,04               -569,6               3,284486E+10                             5,424275E-03               
-2312,73             472,04               -569,6               3,306491E+10                             5,499778E-03               
-2302,44             472,04               -569,6               3,330016E+10                             5,60503E-03                
-2292,16             472,04               -569,6               3,353545E+10                             5,710822E-03               
-2281,87             472,04               -569,6               3,376727E+10                             5,813753E-03               
-2271,58             472,04               -569,6               3,400902E+10                             5,93849E-03                
-2261,29             472,04               -569,6               3,423984E+10                             6,03233E-03                
-2251                472,04               -569,6               3,447925E+10                             6,144473E-03               
-2240,71             472,04               -569,6               3,472411E+10                             6,27296E-03                
-2230,42             472,04               -569,6               3,496282E+10                             6,392868E-03               
-2220,13             472,04               -569,6               3,519967E+10                             6,497425E-03               
-2209,84             472,04               -569,6               3,543777E+10                             6,603552E-03               
-2199,55             472,04               -569,6               3,567927E+10                             6,723208E-03               
-2189,26             472,04               -569,6               3,591764E+10                             6,839699E-03               
-2178,97             472,04               -569,6               3,616357E+10                             6,973725E-03               
-2168,68             472,04               -569,6               3,6395E+10                               7,064607E-03               
-2158,39             472,04               -569,6               3,663989E+10                             7,191969E-03               
-2148,1              472,04               -569,6               3,686192E+10                             7,255661E-03               
-2137,81             472,04               -569,6               3,708711E+10                             7,331364E-03               
-2127,52             472,04               -569,6               3,730885E+10                             7,378436E-03               
-2117,23             472,04               -569,6               3,752973E+10                             7,438782E-03               
-2415,63             481,39               -569,6               3,089563E+10                             4,696871E-03               
-2405,34             481,39               -569,6               3,110284E+10                             4,75899E-03                
-2395,05             481,39               -569,6               3,132126E+10                             4,845169E-03               
-2384,76             481,39               -569,6               3,153046E+10                             4,912382E-03               
-2374,47             481,39               -569,6               3,175038E+10                             4,998257E-03               
-2364,18             481,39               -569,6               3,197437E+10                             5,093202E-03               
-2353,89             481,39               -569,6               3,219744E+10                             5,17624E-03                
-2343,6              481,39               -569,6               3,242041E+10                             5,263768E-03               
-2333,31             481,39               -569,6               3,264657E+10                             5,356043E-03               
-2323,02             481,39               -569,6               3,287899E+10                             5,459627E-03               
-2312,73             481,39               -569,6               3,311405E+10                             5,569709E-03               
-2302,44             481,39               -569,6               3,334551E+10                             5,669845E-03               
-2292,16             481,39               -569,6               3,357801E+10                             5,769821E-03               
-2281,87             481,39               -569,6               3,381768E+10                             5,89759E-03                
-2271,58             481,39               -569,6               3,406263E+10                             6,020125E-03               
-2261,29             481,39               -569,6               3,429906E+10                             6,132178E-03               
-2251                481,39               -569,6               3,454406E+10                             6,26112E-03                
-2240,71             481,39               -569,6               3,478694E+10                             6,387458E-03               
-2230,42             481,39               -569,6               3,503466E+10                             6,520895E-03               
-2220,13             481,39               -569,6               3,528695E+10                             6,680012E-03               
-2209,84             481,39               -569,6               3,552899E+10                             6,799106E-03               
-2199,55             481,39               -569,6               3,577819E+10                             6,940233E-03               
-2189,26             481,39               -569,6               3,601923E+10                             7,06084E-03                
-2178,97             481,39               -569,6               3,626838E+10                             7,2092E-03                 
-2168,68             481,39               -569,6               3,651167E+10                             7,33378E-03                
-2158,39             481,39               -569,6               3,675103E+10                             7,436479E-03               
-2148,1              481,39               -569,6               3,698849E+10                             7,556079E-03               
-2137,81             481,39               -569,6               3,722447E+10                             7,65619E-03                
-2127,52             481,39               -569,6               3,744174E+10                             7,693673E-03               
-2117,23             481,39               -569,6               3,767654E+10                             7,797689E-03               
-2415,63             490,74               -569,6               3,091524E+10                             4,707157E-03               
-2405,34             490,74               -569,6               3,112897E+10                             4,783084E-03               
-2395,05             490,74               -569,6               3,134145E+10                             4,857268E-03               
-2384,76             490,74               -569,6               3,156231E+10                             4,947688E-03               
-2374,47             490,74               -569,6               3,177775E+10                             5,021872E-03               
-2364,18             490,74               -569,6               3,200384E+10                             5,119223E-03               
-2353,89             490,74               -569,6               3,222981E+10                             5,217202E-03               
-2343,6              490,74               -569,6               3,245517E+10                             5,305713E-03               
-2333,31             490,74               -569,6               3,268212E+10                             5,397873E-03               
-2323,02             490,74               -569,6               3,291624E+10                             5,505812E-03               
-2312,73             490,74               -569,6               3,315571E+10                             5,630944E-03               
-2302,44             490,74               -569,6               3,339193E+10                             5,738431E-03               
-2292,16             490,74               -569,6               3,36367E+10                              5,868533E-03               
-2281,87             490,74               -569,6               3,387176E+10                             5,980595E-03               
-2271,58             490,74               -569,6               3,411456E+10                             6,104252E-03               
-2261,29             490,74               -569,6               3,43663E+10                              6,249036E-03               
-2251                490,74               -569,6               3,461467E+10                             6,390092E-03               
-2240,71             490,74               -569,6               3,486145E+10                             6,535506E-03               
-2230,42             490,74               -569,6               3,511061E+10                             6,676568E-03               
-2220,13             490,74               -569,6               3,537833E+10                             6,873704E-03               
-2209,84             490,74               -569,6               3,56113E+10                              6,97447E-03                
-2199,55             490,74               -569,6               3,587203E+10                             7,138716E-03               
-2189,26             490,74               -569,6               3,612747E+10                             7,307409E-03               
-2178,97             490,74               -569,6               3,638474E+10                             7,473388E-03               
-2168,68             490,74               -569,6               3,663151E+10                             7,61106E-03                
-2158,39             490,74               -569,6               3,689878E+10                             7,82548E-03                
-2148,1              490,74               -569,6               3,712444E+10                             7,885479E-03               
-2137,81             490,74               -569,6               3,736488E+10                             8,00814E-03                
-2127,52             490,74               -569,6               3,760038E+10                             8,103034E-03               
-2117,23             490,74               -569,6               3,781133E+10                             8,119692E-03               
-2415,63             500,1                -569,6               3,093804E+10                             4,729387E-03               
-2405,34             500,1                -569,6               3,115296E+10                             4,805974E-03               
-2395,05             500,1                -569,6               3,137017E+10                             4,890331E-03               
-2384,76             500,1                -569,6               3,158721E+10                             4,968972E-03               
-2374,47             500,1                -569,6               3,180956E+10                             5,059085E-03               
-2364,18             500,1                -569,6               3,20372E+10                              5,161191E-03               
-2353,89             500,1                -569,6               3,226427E+10                             5,257764E-03               
-2343,6              500,1                -569,6               3,249308E+10                             5,354775E-03               
-2333,31             500,1                -569,6               3,27288E+10                              5,464389E-03               
-2323,02             500,1                -569,6               3,296228E+10                             5,571482E-03               
-2312,73             500,1                -569,6               3,320058E+10                             5,688945E-03               
-2302,44             500,1                -569,6               3,344248E+10                             5,821393E-03               
-2292,16             500,1                -569,6               3,368139E+10                             5,931009E-03               
-2281,87             500,1                -569,6               3,393175E+10                             6,081867E-03               
-2271,58             500,1                -569,6               3,417755E+10                             6,211068E-03               
-2261,29             500,1                -569,6               3,443277E+10                             6,38129E-03                
-2251                500,1                -569,6               3,468388E+10                             6,525651E-03               
-2240,71             500,1                -569,6               3,494228E+10                             6,700306E-03               
-2230,42             500,1                -569,6               3,520105E+10                             6,860427E-03               
-2220,13             500,1                -569,6               3,54552E+10                              7,024439E-03               
-2209,84             500,1                -569,6               3,571636E+10                             7,197906E-03               
-2199,55             500,1                -569,6               3,598343E+10                             7,404025E-03               
-2189,26             500,1                -569,6               3,62412E+10                              7,55993E-03                
-2178,97             500,1                -569,6               3,650021E+10                             7,74624E-03                
-2168,68             500,1                -569,6               3,676198E+10                             7,921196E-03               
-2158,39             500,1                -569,6               3,70128E+10                              8,11063E-03                
-2148,1              500,1                -569,6               3,726796E+10                             8,2723E-03                 
-2137,81             500,1                -569,6               3,750733E+10                             8,36657E-03                
-2127,52             500,1                -569,6               3,776162E+10                             8,537169E-03               
-2117,23             500,1                -569,6               3,799123E+10                             8,593331E-03               
-2415,63             322,39               -560,62              3,077323E+10                             4,759533E-03               
-2405,34             322,39               -560,62              3,097317E+10                             4,819477E-03               
-2395,05             322,39               -560,62              3,117454E+10                             4,885481E-03               
-2384,76             322,39               -560,62              3,137813E+10                             4,951518E-03               
-2374,47             322,39               -560,62              3,157783E+10                             5,004797E-03               
-2364,18             322,39               -560,62              3,178152E+10                             5,06442E-03                
-2353,89             322,39               -560,62              3,199275E+10                             5,143819E-03               
-2343,6              322,39               -560,62              3,22016E+10                              5,208737E-03               
-2333,31             322,39               -560,62              3,240698E+10                             5,269999E-03               
-2323,02             322,39               -560,62              3,261689E+10                             5,332907E-03               
-2312,73             322,39               -560,62              3,282302E+10                             5,389795E-03               
-2302,44             322,39               -560,62              3,303041E+10                             5,444421E-03               
-2292,16             322,39               -560,62              3,32368E+10                              5,49619E-03                
-2281,87             322,39               -560,62              3,344536E+10                             5,556717E-03               
-2271,58             322,39               -560,62              3,364681E+10                             5,592366E-03               
-2261,29             322,39               -560,62              3,385271E+10                             5,630898E-03               
-2251                322,39               -560,62              3,405938E+10                             5,674522E-03               
-2240,71             322,39               -560,62              3,426631E+10                             5,712659E-03               
-2230,42             322,39               -560,62              3,446023E+10                             5,723283E-03               
-2220,13             322,39               -560,62              3,466843E+10                             5,763269E-03               
-2209,84             322,39               -560,62              3,486099E+10                             5,774667E-03               
-2199,55             322,39               -560,62              3,506001E+10                             5,792396E-03               
-2189,26             322,39               -560,62              3,525677E+10                             5,792091E-03               
-2178,97             322,39               -560,62              3,54502E+10                              5,805875E-03               
-2168,68             322,39               -560,62              3,564916E+10                             5,816506E-03               
-2158,39             322,39               -560,62              3,583232E+10                             5,807112E-03               
-2148,1              322,39               -560,62              3,602947E+10                             5,821905E-03               
-2137,81             322,39               -560,62              3,621289E+10                             5,809951E-03               
-2127,52             322,39               -560,62              3,6392E+10                               5,796165E-03               
-2117,23             322,39               -560,62              3,658308E+10                             5,793673E-03               
-2415,63             331,74               -560,62              3,07769E+10                              4,739077E-03               
-2405,34             331,74               -560,62              3,097612E+10                             4,801034E-03               
-2395,05             331,74               -560,62              3,118113E+10                             4,866059E-03               
-2384,76             331,74               -560,62              3,138056E+10                             4,924423E-03               
-2374,47             331,74               -560,62              3,158691E+10                             4,996665E-03               
-2364,18             331,74               -560,62              3,178854E+10                             5,052476E-03               
-2353,89             331,74               -560,62              3,199743E+10                             5,120846E-03               
-2343,6              331,74               -560,62              3,219958E+10                             5,169186E-03               
-2333,31             331,74               -560,62              3,240925E+10                             5,243252E-03               
-2323,02             331,74               -560,62              3,262185E+10                             5,307178E-03               
-2312,73             331,74               -560,62              3,282873E+10                             5,362755E-03               
-2302,44             331,74               -560,62              3,303437E+10                             5,413392E-03               
-2292,16             331,74               -560,62              3,324474E+10                             5,471637E-03               
-2281,87             331,74               -560,62              3,344229E+10                             5,504037E-03               
-2271,58             331,74               -560,62              3,365538E+10                             5,560772E-03               
-2261,29             331,74               -560,62              3,386331E+10                             5,608313E-03               
-2251                331,74               -560,62              3,406562E+10                             5,637515E-03               
-2240,71             331,74               -560,62              3,426717E+10                             5,670249E-03               
-2230,42             331,74               -560,62              3,446758E+10                             5,696198E-03               
-2220,13             331,74               -560,62              3,467128E+10                             5,721208E-03               
-2209,84             331,74               -560,62              3,487823E+10                             5,765976E-03               
-2199,55             331,74               -560,62              3,507393E+10                             5,769801E-03               
-2189,26             331,74               -560,62              3,52654E+10                              5,776634E-03               
-2178,97             331,74               -560,62              3,546203E+10                             5,792855E-03               
-2168,68             331,74               -560,62              3,566011E+10                             5,799528E-03               
-2158,39             331,74               -560,62              3,585319E+10                             5,805911E-03               
-2148,1              331,74               -560,62              3,604271E+10                             5,806698E-03               
-2137,81             331,74               -560,62              3,623379E+10                             5,808567E-03               
-2127,52             331,74               -560,62              3,641894E+10                             5,80019E-03                
-2117,23             331,74               -560,62              3,65991E+10                              5,7864E-03                 
-2415,63             341,1                -560,62              3,077591E+10                             4,704555E-03               
-2405,34             341,1                -560,62              3,098096E+10                             4,77869E-03                
-2395,05             341,1                -560,62              3,118181E+10                             4,83992E-03                
-2384,76             341,1                -560,62              3,138775E+10                             4,907222E-03               
-2374,47             341,1                -560,62              3,159136E+10                             4,972653E-03               
-2364,18             341,1                -560,62              3,179905E+10                             5,040502E-03               
-2353,89             341,1                -560,62              3,200239E+10                             5,095963E-03               
-2343,6              341,1                -560,62              3,220466E+10                             5,145506E-03               
-2333,31             341,1                -560,62              3,241733E+10                             5,224999E-03               
-2323,02             341,1                -560,62              3,262186E+10                             5,271224E-03               
-2312,73             341,1                -560,62              3,283255E+10                             5,337366E-03               
-2302,44             341,1                -560,62              3,303904E+10                             5,392819E-03               
-2292,16             341,1                -560,62              3,324675E+10                             5,436162E-03               
-2281,87             341,1                -560,62              3,345523E+10                             5,493645E-03               
-2271,58             341,1                -560,62              3,366272E+10                             5,539379E-03               
-2261,29             341,1                -560,62              3,387247E+10                             5,593657E-03               
-2251                341,1                -560,62              3,40763E+10                              5,621779E-03               
-2240,71             341,1                -560,62              3,428145E+10                             5,660839E-03               
-2230,42             341,1                -560,62              3,448884E+10                             5,701754E-03               
-2220,13             341,1                -560,62              3,468555E+10                             5,715216E-03               
-2209,84             341,1                -560,62              3,488869E+10                             5,738098E-03               
-2199,55             341,1                -560,62              3,508798E+10                             5,763357E-03               
-2189,26             341,1                -560,62              3,528924E+10                             5,775433E-03               
-2178,97             341,1                -560,62              3,54802E+10                              5,778805E-03               
-2168,68             341,1                -560,62              3,56797E+10                              5,795406E-03               
-2158,39             341,1                -560,62              3,586734E+10                             5,793924E-03               
-2148,1              341,1                -560,62              3,606163E+10                             5,800489E-03               
-2137,81             341,1                -560,62              3,625046E+10                             5,80225E-03                
-2127,52             341,1                -560,62              3,643778E+10                             5,796249E-03               
-2117,23             341,1                -560,62              3,662604E+10                             5,796184E-03               
-2415,63             350,45               -560,62              3,077945E+10                             4,685034E-03               
-2405,34             350,45               -560,62              3,098225E+10                             4,752266E-03               
-2395,05             350,45               -560,62              3,118503E+10                             4,814066E-03               
-2384,76             350,45               -560,62              3,138912E+10                             4,881653E-03               
-2374,47             350,45               -560,62              3,159401E+10                             4,944835E-03               
-2364,18             350,45               -560,62              3,179944E+10                             5,007556E-03               
-2353,89             350,45               -560,62              3,200529E+10                             5,0645E-03                 
-2343,6              350,45               -560,62              3,221593E+10                             5,140136E-03               
-2333,31             350,45               -560,62              3,242098E+10                             5,191448E-03               
-2323,02             350,45               -560,62              3,263424E+10                             5,261217E-03               
-2312,73             350,45               -560,62              3,284068E+10                             5,314728E-03               
-2302,44             350,45               -560,62              3,30479E+10                              5,370185E-03               
-2292,16             350,45               -560,62              3,325892E+10                             5,430932E-03               
-2281,87             350,45               -560,62              3,346727E+10                             5,480911E-03               
-2271,58             350,45               -560,62              3,36725E+10                              5,524816E-03               
-2261,29             350,45               -560,62              3,388319E+10                             5,568629E-03               
-2251                350,45               -560,62              3,409218E+10                             5,618285E-03               
-2240,71             350,45               -560,62              3,429506E+10                             5,650236E-03               
-2230,42             350,45               -560,62              3,450211E+10                             5,686376E-03               
-2220,13             350,45               -560,62              3,470339E+10                             5,707668E-03               
-2209,84             350,45               -560,62              3,490606E+10                             5,728644E-03               
-2199,55             350,45               -560,62              3,510666E+10                             5,755433E-03               
-2189,26             350,45               -560,62              3,530389E+10                             5,769515E-03               
-2178,97             350,45               -560,62              3,550722E+10                             5,793222E-03               
-2168,68             350,45               -560,62              3,569862E+10                             5,793961E-03               
-2158,39             350,45               -560,62              3,589743E+10                             5,809418E-03               
-2148,1              350,45               -560,62              3,608559E+10                             5,809557E-03               
-2137,81             350,45               -560,62              3,628224E+10                             5,820411E-03               
-2127,52             350,45               -560,62              3,646896E+10                             5,81553E-03                
-2117,23             350,45               -560,62              3,665864E+10                             5,814035E-03               
-2415,63             359,8                -560,62              3,079187E+10                             4,686022E-03               
-2405,34             359,8                -560,62              3,099218E+10                             4,739969E-03               
-2395,05             359,8                -560,62              3,119238E+10                             4,799934E-03               
-2384,76             359,8                -560,62              3,139765E+10                             4,863332E-03               
-2374,47             359,8                -560,62              3,160626E+10                             4,940827E-03               
-2364,18             359,8                -560,62              3,181089E+10                             5,00138E-03                
-2353,89             359,8                -560,62              3,201422E+10                             5,054391E-03               
-2343,6              359,8                -560,62              3,222168E+10                             5,115445E-03               
-2333,31             359,8                -560,62              3,2434E+10                               5,177146E-03               
-2323,02             359,8                -560,62              3,264358E+10                             5,24503E-03                
-2312,73             359,8                -560,62              3,285279E+10                             5,305862E-03               
-2302,44             359,8                -560,62              3,306262E+10                             5,36148E-03                
-2292,16             359,8                -560,62              3,32719E+10                              5,415835E-03               
-2281,87             359,8                -560,62              3,348413E+10                             5,475223E-03               
-2271,58             359,8                -560,62              3,368718E+10                             5,512911E-03               
-2261,29             359,8                -560,62              3,389856E+10                             5,56775E-03                
-2251                359,8                -560,62              3,410779E+10                             5,607177E-03               
-2240,71             359,8                -560,62              3,431377E+10                             5,640484E-03               
-2230,42             359,8                -560,62              3,45223E+10                              5,681193E-03               
-2220,13             359,8                -560,62              3,472368E+10                             5,709761E-03               
-2209,84             359,8                -560,62              3,49274E+10                              5,738598E-03               
-2199,55             359,8                -560,62              3,513149E+10                             5,760013E-03               
-2189,26             359,8                -560,62              3,53297E+10                              5,781545E-03               
-2178,97             359,8                -560,62              3,55329E+10                              5,799839E-03               
-2168,68             359,8                -560,62              3,572748E+10                             5,806501E-03               
-2158,39             359,8                -560,62              3,593191E+10                             5,835711E-03               
-2148,1              359,8                -560,62              3,61164E+10                              5,821238E-03               
-2137,81             359,8                -560,62              3,630608E+10                             5,82688E-03                
-2127,52             359,8                -560,62              3,650193E+10                             5,840697E-03               
-2117,23             359,8                -560,62              3,668921E+10                             5,83512E-03                
-2415,63             369,16               -560,62              3,080047E+10                             4,670653E-03               
-2405,34             369,16               -560,62              3,10014E+10                              4,730521E-03               
-2395,05             369,16               -560,62              3,120316E+10                             4,794314E-03               
-2384,76             369,16               -560,62              3,140645E+10                             4,855007E-03               
-2374,47             369,16               -560,62              3,161361E+10                             4,922114E-03               
-2364,18             369,16               -560,62              3,181451E+10                             4,970591E-03               
-2353,89             369,16               -560,62              3,203069E+10                             5,058664E-03               
-2343,6              369,16               -560,62              3,223665E+10                             5,110946E-03               
-2333,31             369,16               -560,62              3,24435E+10                              5,169731E-03               
-2323,02             369,16               -560,62              3,265473E+10                             5,230295E-03               
-2312,73             369,16               -560,62              3,28665E+10                              5,296216E-03               
-2302,44             369,16               -560,62              3,307557E+10                             5,345908E-03               
-2292,16             369,16               -560,62              3,328619E+10                             5,401485E-03               
-2281,87             369,16               -560,62              3,350031E+10                             5,46596E-03                
-2271,58             369,16               -560,62              3,370617E+10                             5,512648E-03               
-2261,29             369,16               -560,62              3,391552E+10                             5,555102E-03               
-2251                369,16               -560,62              3,412272E+10                             5,594162E-03               
-2240,71             369,16               -560,62              3,433972E+10                             5,653824E-03               
-2230,42             369,16               -560,62              3,454328E+10                             5,68106E-03                
-2220,13             369,16               -560,62              3,47528E+10                              5,723583E-03               
-2209,84             369,16               -560,62              3,495334E+10                             5,744425E-03               
-2199,55             369,16               -560,62              3,515775E+10                             5,775456E-03               
-2189,26             369,16               -560,62              3,536078E+10                             5,798063E-03               
-2178,97             369,16               -560,62              3,556115E+10                             5,816954E-03               
-2168,68             369,16               -560,62              3,575999E+10                             5,836141E-03               
-2158,39             369,16               -560,62              3,5965E+10                               5,858583E-03               
-2148,1              369,16               -560,62              3,615792E+10                             5,859952E-03               
-2137,81             369,16               -560,62              3,635323E+10                             5,871929E-03               
-2127,52             369,16               -560,62              3,653822E+10                             5,866098E-03               
-2117,23             369,16               -560,62              3,672783E+10                             5,868312E-03               
-2415,63             378,51               -560,62              3,080536E+10                             4,651836E-03               
-2405,34             378,51               -560,62              3,10075E+10                              4,714685E-03               
