X                    Y                    Z                    Dose [pSv/h]                             Rel. Error                 
-2168,68             378,51               -506,79              3,646765E+10                             6,26608E-03                
-2158,39             378,51               -506,79              3,666573E+10                             6,260082E-03               
-2148,1              378,51               -506,79              3,685904E+10                             6,246831E-03               
-2137,81             378,51               -506,79              3,706255E+10                             6,25034E-03                
-2127,52             378,51               -506,79              3,72461E+10                              6,218102E-03               
-2117,23             378,51               -506,79              3,743654E+10                             6,19931E-03                
-2415,63             387,86               -506,79              3,134012E+10                             4,822939E-03               
-2405,34             387,86               -506,79              3,155007E+10                             4,908309E-03               
-2395,05             387,86               -506,79              3,176159E+10                             4,985766E-03               
-2384,76             387,86               -506,79              3,19764E+10                              5,073261E-03               
-2374,47             387,86               -506,79              3,219036E+10                             5,153958E-03               
-2364,18             387,86               -506,79              3,240487E+10                             5,233113E-03               
-2353,89             387,86               -506,79              3,262465E+10                             5,323019E-03               
-2343,6              387,86               -506,79              3,284497E+10                             5,41242E-03                
-2333,31             387,86               -506,79              3,306552E+10                             5,501586E-03               
-2323,02             387,86               -506,79              3,328505E+10                             5,579779E-03               
-2312,73             387,86               -506,79              3,35027E+10                              5,654532E-03               
-2302,44             387,86               -506,79              3,372413E+10                             5,736279E-03               
-2292,16             387,86               -506,79              3,394921E+10                             5,824945E-03               
-2281,87             387,86               -506,79              3,417056E+10                             5,894465E-03               
-2271,58             387,86               -506,79              3,438623E+10                             5,959407E-03               
-2261,29             387,86               -506,79              3,461054E+10                             6,026208E-03               
-2251                387,86               -506,79              3,482485E+10                             6,06325E-03                
-2240,71             387,86               -506,79              3,504049E+10                             6,11791E-03                
-2230,42             387,86               -506,79              3,52617E+10                              6,176555E-03               
-2220,13             387,86               -506,79              3,547916E+10                             6,216171E-03               
-2209,84             387,86               -506,79              3,568677E+10                             6,241913E-03               
-2199,55             387,86               -506,79              3,590373E+10                             6,281437E-03               
-2189,26             387,86               -506,79              3,610223E+10                             6,268136E-03               
-2178,97             387,86               -506,79              3,630952E+10                             6,286615E-03               
-2168,68             387,86               -506,79              3,651162E+10                             6,287095E-03               
-2158,39             387,86               -506,79              3,671181E+10                             6,29482E-03                
-2148,1              387,86               -506,79              3,690179E+10                             6,265169E-03               
-2137,81             387,86               -506,79              3,710712E+10                             6,286396E-03               
-2127,52             387,86               -506,79              3,729949E+10                             6,266514E-03               
-2117,23             387,86               -506,79              3,748457E+10                             6,235621E-03               
-2415,63             397,21               -506,79              3,134979E+10                             4,80849E-03                
-2405,34             397,21               -506,79              3,156183E+10                             4,891656E-03               
-2395,05             397,21               -506,79              3,177298E+10                             4,96135E-03                
-2384,76             397,21               -506,79              3,198949E+10                             5,058991E-03               
-2374,47             397,21               -506,79              3,220328E+10                             5,137781E-03               
-2364,18             397,21               -506,79              3,242357E+10                             5,226087E-03               
-2353,89             397,21               -506,79              3,263642E+10                             5,297943E-03               
-2343,6              397,21               -506,79              3,285772E+10                             5,390515E-03               
-2333,31             397,21               -506,79              3,308206E+10                             5,478783E-03               
-2323,02             397,21               -506,79              3,330396E+10                             5,570248E-03               
-2312,73             397,21               -506,79              3,353092E+10                             5,661315E-03               
-2302,44             397,21               -506,79              3,374962E+10                             5,731011E-03               
-2292,16             397,21               -506,79              3,396485E+10                             5,785889E-03               
-2281,87             397,21               -506,79              3,419109E+10                             5,879332E-03               
-2271,58             397,21               -506,79              3,441686E+10                             5,95348E-03                
-2261,29             397,21               -506,79              3,46382E+10                              6,019146E-03               
-2251                397,21               -506,79              3,485913E+10                             6,071517E-03               
-2240,71             397,21               -506,79              3,50747E+10                              6,123943E-03               
-2230,42             397,21               -506,79              3,529182E+10                             6,168494E-03               
-2220,13             397,21               -506,79              3,551499E+10                             6,235794E-03               
-2209,84             397,21               -506,79              3,572153E+10                             6,237207E-03               
-2199,55             397,21               -506,79              3,594069E+10                             6,28803E-03                
-2189,26             397,21               -506,79              3,61491E+10                              6,304803E-03               
-2178,97             397,21               -506,79              3,635237E+10                             6,31727E-03                
-2168,68             397,21               -506,79              3,655518E+10                             6,32331E-03                
-2158,39             397,21               -506,79              3,67533E+10                              6,316932E-03               
-2148,1              397,21               -506,79              3,696183E+10                             6,3368E-03                 
-2137,81             397,21               -506,79              3,715963E+10                             6,324043E-03               
-2127,52             397,21               -506,79              3,734913E+10                             6,309726E-03               
-2117,23             397,21               -506,79              3,754599E+10                             6,306279E-03               
-2415,63             406,57               -506,79              3,136225E+10                             4,798807E-03               
-2405,34             406,57               -506,79              3,157384E+10                             4,873084E-03               
-2395,05             406,57               -506,79              3,17862E+10                              4,958045E-03               
-2384,76             406,57               -506,79              3,200308E+10                             5,043169E-03               
-2374,47             406,57               -506,79              3,221529E+10                             5,116374E-03               
-2364,18             406,57               -506,79              3,243484E+10                             5,205706E-03               
-2353,89             406,57               -506,79              3,265995E+10                             5,303068E-03               
-2343,6              406,57               -506,79              3,287719E+10                             5,376159E-03               
-2333,31             406,57               -506,79              3,310386E+10                             5,475812E-03               
-2323,02             406,57               -506,79              3,332395E+10                             5,554051E-03               
-2312,73             406,57               -506,79              3,354817E+10                             5,645813E-03               
-2302,44             406,57               -506,79              3,376884E+10                             5,717081E-03               
-2292,16             406,57               -506,79              3,39963E+10                              5,803371E-03               
-2281,87             406,57               -506,79              3,421477E+10                             5,863623E-03               
-2271,58             406,57               -506,79              3,44431E+10                              5,947659E-03               
-2261,29             406,57               -506,79              3,466713E+10                             6,012679E-03               
-2251                406,57               -506,79              3,489062E+10                             6,081859E-03               
-2240,71             406,57               -506,79              3,511442E+10                             6,149508E-03               
-2230,42             406,57               -506,79              3,533153E+10                             6,184305E-03               
-2220,13             406,57               -506,79              3,554884E+10                             6,236642E-03               
-2209,84             406,57               -506,79              3,57667E+10                              6,283844E-03               
-2199,55             406,57               -506,79              3,597101E+10                             6,282898E-03               
-2189,26             406,57               -506,79              3,619407E+10                             6,341115E-03               
-2178,97             406,57               -506,79              3,641029E+10                             6,375509E-03               
-2168,68             406,57               -506,79              3,660897E+10                             6,372923E-03               
-2158,39             406,57               -506,79              3,681418E+10                             6,38291E-03                
-2148,1              406,57               -506,79              3,701612E+10                             6,387325E-03               
-2137,81             406,57               -506,79              3,722101E+10                             6,405942E-03               
-2127,52             406,57               -506,79              3,741738E+10                             6,395409E-03               
-2117,23             406,57               -506,79              3,761035E+10                             6,377376E-03               
-2415,63             415,92               -506,79              3,137752E+10                             4,793933E-03               
-2405,34             415,92               -506,79              3,158487E+10                             4,862401E-03               
-2395,05             415,92               -506,79              3,180323E+10                             4,954719E-03               
-2384,76             415,92               -506,79              3,201802E+10                             5,03704E-03                
-2374,47             415,92               -506,79              3,223543E+10                             5,119684E-03               
-2364,18             415,92               -506,79              3,245493E+10                             5,199479E-03               
-2353,89             415,92               -506,79              3,267712E+10                             5,292019E-03               
-2343,6              415,92               -506,79              3,289723E+10                             5,376069E-03               
-2333,31             415,92               -506,79              3,311838E+10                             5,447376E-03               
-2323,02             415,92               -506,79              3,334498E+10                             5,545165E-03               
-2312,73             415,92               -506,79              3,357108E+10                             5,635349E-03               
-2302,44             415,92               -506,79              3,380001E+10                             5,725674E-03               
-2292,16             415,92               -506,79              3,402194E+10                             5,802989E-03               
-2281,87             415,92               -506,79              3,425185E+10                             5,886379E-03               
-2271,58             415,92               -506,79              3,447718E+10                             5,967954E-03               
-2261,29             415,92               -506,79              3,470161E+10                             6,032763E-03               
-2251                415,92               -506,79              3,49262E+10                              6,099604E-03               
-2240,71             415,92               -506,79              3,515022E+10                             6,159171E-03               
-2230,42             415,92               -506,79              3,536855E+10                             6,212029E-03               
-2220,13             415,92               -506,79              3,559124E+10                             6,262807E-03               
-2209,84             415,92               -506,79              3,581619E+10                             6,32648E-03                
-2199,55             415,92               -506,79              3,602411E+10                             6,337932E-03               
-2189,26             415,92               -506,79              3,624556E+10                             6,395841E-03               
-2178,97             415,92               -506,79              3,644905E+10                             6,401045E-03               
-2168,68             415,92               -506,79              3,66714E+10                              6,447915E-03               
-2158,39             415,92               -506,79              3,687834E+10                             6,461737E-03               
-2148,1              415,92               -506,79              3,70892E+10                              6,492996E-03               
-2137,81             415,92               -506,79              3,728405E+10                             6,480551E-03               
-2127,52             415,92               -506,79              3,7482E+10                               6,474675E-03               
-2117,23             415,92               -506,79              3,767327E+10                             6,460367E-03               
-2415,63             425,27               -506,79              3,139063E+10                             4,783147E-03               
-2405,34             425,27               -506,79              3,160387E+10                             4,864775E-03               
-2395,05             425,27               -506,79              3,181528E+10                             4,935302E-03               
-2384,76             425,27               -506,79              3,203528E+10                             5,027112E-03               
-2374,47             425,27               -506,79              3,225484E+10                             5,121341E-03               
-2364,18             425,27               -506,79              3,247411E+10                             5,199002E-03               
-2353,89             425,27               -506,79              3,269833E+10                             5,290298E-03               
-2343,6              425,27               -506,79              3,292055E+10                             5,374072E-03               
-2333,31             425,27               -506,79              3,315372E+10                             5,486038E-03               
-2323,02             425,27               -506,79              3,33706E+10                              5,550693E-03               
-2312,73             425,27               -506,79              3,359464E+10                             5,63848E-03                
-2302,44             425,27               -506,79              3,382433E+10                             5,727038E-03               
-2292,16             425,27               -506,79              3,40491E+10                              5,801656E-03               
-2281,87             425,27               -506,79              3,42696E+10                              5,868506E-03               
-2271,58             425,27               -506,79              3,450717E+10                             5,972719E-03               
-2261,29             425,27               -506,79              3,473239E+10                             6,043092E-03               
-2251                425,27               -506,79              3,49599E+10                              6,111732E-03               
-2240,71             425,27               -506,79              3,519248E+10                             6,19176E-03                
-2230,42             425,27               -506,79              3,540741E+10                             6,228671E-03               
-2220,13             425,27               -506,79              3,563918E+10                             6,309468E-03               
-2209,84             425,27               -506,79              3,586818E+10                             6,383909E-03               
-2199,55             425,27               -506,79              3,608606E+10                             6,424412E-03               
-2189,26             425,27               -506,79              3,630792E+10                             6,472043E-03               
-2178,97             425,27               -506,79              3,652721E+10                             6,521678E-03               
-2168,68             425,27               -506,79              3,672986E+10                             6,520342E-03               
-2158,39             425,27               -506,79              3,694756E+10                             6,564585E-03               
-2148,1              425,27               -506,79              3,715256E+10                             6,579556E-03               
-2137,81             425,27               -506,79              3,735529E+10                             6,580056E-03               
-2127,52             425,27               -506,79              3,756031E+10                             6,592207E-03               
-2117,23             425,27               -506,79              3,776299E+10                             6,598378E-03               
-2415,63             434,63               -506,79              3,140501E+10                             4,777214E-03               
-2405,34             434,63               -506,79              3,162424E+10                             4,872513E-03               
-2395,05             434,63               -506,79              3,184064E+10                             4,955234E-03               
-2384,76             434,63               -506,79              3,20523E+10                              5,026023E-03               
-2374,47             434,63               -506,79              3,227332E+10                             5,111176E-03               
-2364,18             434,63               -506,79              3,249734E+10                             5,203453E-03               
-2353,89             434,63               -506,79              3,271912E+10                             5,299078E-03               
-2343,6              434,63               -506,79              3,29397E+10                              5,372092E-03               
-2333,31             434,63               -506,79              3,316897E+10                             5,469789E-03               
-2323,02             434,63               -506,79              3,339932E+10                             5,563164E-03               
-2312,73             434,63               -506,79              3,362806E+10                             5,658718E-03               
-2302,44             434,63               -506,79              3,385173E+10                             5,729472E-03               
-2292,16             434,63               -506,79              3,408239E+10                             5,823492E-03               
-2281,87             434,63               -506,79              3,431724E+10                             5,921456E-03               
-2271,58             434,63               -506,79              3,454824E+10                             6,008735E-03               
-2261,29             434,63               -506,79              3,477483E+10                             6,075229E-03               
-2251                434,63               -506,79              3,500462E+10                             6,153605E-03               
-2240,71             434,63               -506,79              3,523765E+10                             6,240414E-03               
-2230,42             434,63               -506,79              3,546637E+10                             6,311949E-03               
-2220,13             434,63               -506,79              3,569771E+10                             6,38255E-03                
-2209,84             434,63               -506,79              3,591496E+10                             6,426811E-03               
-2199,55             434,63               -506,79              3,61489E+10                              6,50916E-03                
-2189,26             434,63               -506,79              3,63714E+10                              6,56037E-03                
-2178,97             434,63               -506,79              3,660031E+10                             6,628477E-03               
-2168,68             434,63               -506,79              3,682249E+10                             6,682449E-03               
-2158,39             434,63               -506,79              3,702133E+10                             6,676316E-03               
-2148,1              434,63               -506,79              3,722555E+10                             6,685273E-03               
-2137,81             434,63               -506,79              3,744539E+10                             6,733649E-03               
-2127,52             434,63               -506,79              3,765291E+10                             6,75632E-03                
-2117,23             434,63               -506,79              3,78598E+10                              6,769581E-03               
-2415,63             443,98               -506,79              3,14219E+10                              4,783776E-03               
-2405,34             443,98               -506,79              3,163752E+10                             4,862323E-03               
-2395,05             443,98               -506,79              3,185898E+10                             4,952881E-03               
-2384,76             443,98               -506,79              3,207451E+10                             5,032203E-03               
-2374,47             443,98               -506,79              3,229571E+10                             5,120634E-03               
-2364,18             443,98               -506,79              3,251604E+10                             5,205312E-03               
-2353,89             443,98               -506,79              3,274384E+10                             5,296434E-03               
-2343,6              443,98               -506,79              3,296974E+10                             5,394794E-03               
-2333,31             443,98               -506,79              3,319749E+10                             5,486179E-03               
-2323,02             443,98               -506,79              3,342466E+10                             5,565894E-03               
-2312,73             443,98               -506,79              3,365746E+10                             5,668668E-03               
-2302,44             443,98               -506,79              3,388906E+10                             5,756712E-03               
-2292,16             443,98               -506,79              3,41241E+10                              5,863494E-03               
-2281,87             443,98               -506,79              3,435698E+10                             5,948019E-03               
-2271,58             443,98               -506,79              3,45926E+10                              6,046537E-03               
-2261,29             443,98               -506,79              3,482519E+10                             6,131844E-03               
-2251                443,98               -506,79              3,506094E+10                             6,228961E-03               
-2240,71             443,98               -506,79              3,528981E+10                             6,305546E-03               
-2230,42             443,98               -506,79              3,55182E+10                              6,376844E-03               
-2220,13             443,98               -506,79              3,575837E+10                             6,46373E-03                
-2209,84             443,98               -506,79              3,598374E+10                             6,524301E-03               
-2199,55             443,98               -506,79              3,621962E+10                             6,615443E-03               
-2189,26             443,98               -506,79              3,643992E+10                             6,662719E-03               
-2178,97             443,98               -506,79              3,667329E+10                             6,746315E-03               
-2168,68             443,98               -506,79              3,688527E+10                             6,771968E-03               
-2158,39             443,98               -506,79              3,71109E+10                              6,832698E-03               
-2148,1              443,98               -506,79              3,732583E+10                             6,869453E-03               
-2137,81             443,98               -506,79              3,754276E+10                             6,908687E-03               
-2127,52             443,98               -506,79              3,775218E+10                             6,930151E-03               
-2117,23             443,98               -506,79              3,795486E+10                             6,92993E-03                
-2415,63             453,33               -506,79              3,144417E+10                             4,792423E-03               
-2405,34             453,33               -506,79              3,165387E+10                             4,865025E-03               
-2395,05             453,33               -506,79              3,187984E+10                             4,962552E-03               
-2384,76             453,33               -506,79              3,209785E+10                             5,041879E-03               
-2374,47             453,33               -506,79              3,232014E+10                             5,133512E-03               
-2364,18             453,33               -506,79              3,254424E+10                             5,223494E-03               
-2353,89             453,33               -506,79              3,27732E+10                              5,321539E-03               
-2343,6              453,33               -506,79              3,299901E+10                             5,409982E-03               
-2333,31             453,33               -506,79              3,322921E+10                             5,507862E-03               
-2323,02             453,33               -506,79              3,346152E+10                             5,601517E-03               
-2312,73             453,33               -506,79              3,368881E+10                             5,685395E-03               
-2302,44             453,33               -506,79              3,392784E+10                             5,794142E-03               
-2292,16             453,33               -506,79              3,416099E+10                             5,892026E-03               
-2281,87             453,33               -506,79              3,439801E+10                             5,989356E-03               
-2271,58             453,33               -506,79              3,4637E+10                               6,099711E-03               
-2261,29             453,33               -506,79              3,486767E+10                             6,172012E-03               
-2251                453,33               -506,79              3,51099E+10                              6,283789E-03               
-2240,71             453,33               -506,79              3,534746E+10                             6,385897E-03               
-2230,42             453,33               -506,79              3,55912E+10                              6,485269E-03               
-2220,13             453,33               -506,79              3,582704E+10                             6,572971E-03               
-2209,84             453,33               -506,79              3,606106E+10                             6,662751E-03               
-2199,55             453,33               -506,79              3,629688E+10                             6,746885E-03               
-2189,26             453,33               -506,79              3,651867E+10                             6,801717E-03               
-2178,97             453,33               -506,79              3,674431E+10                             6,857046E-03               
-2168,68             453,33               -506,79              3,697731E+10                             6,939454E-03               
-2158,39             453,33               -506,79              3,72079E+10                              7,018934E-03               
-2148,1              453,33               -506,79              3,74261E+10                              7,06201E-03                
-2137,81             453,33               -506,79              3,76414E+10                              7,089383E-03               
-2127,52             453,33               -506,79              3,785524E+10                             7,131854E-03               
-2117,23             453,33               -506,79              3,806181E+10                             7,128479E-03               
-2415,63             462,68               -506,79              3,146068E+10                             4,791619E-03               
-2405,34             462,68               -506,79              3,16765E+10                              4,874113E-03               
-2395,05             462,68               -506,79              3,189966E+10                             4,966316E-03               
-2384,76             462,68               -506,79              3,212128E+10                             5,052991E-03               
-2374,47             462,68               -506,79              3,234755E+10                             5,145322E-03               
-2364,18             462,68               -506,79              3,257099E+10                             5,232614E-03               
-2353,89             462,68               -506,79              3,27973E+10                              5,329087E-03               
-2343,6              462,68               -506,79              3,3032E+10                               5,438716E-03               
-2333,31             462,68               -506,79              3,325702E+10                             5,522791E-03               
-2323,02             462,68               -506,79              3,349611E+10                             5,630631E-03               
-2312,73             462,68               -506,79              3,372759E+10                             5,724309E-03               
-2302,44             462,68               -506,79              3,396515E+10                             5,831935E-03               
-2292,16             462,68               -506,79              3,420228E+10                             5,928547E-03               
-2281,87             462,68               -506,79              3,444879E+10                             6,054645E-03               
-2271,58             462,68               -506,79              3,46822E+10                              6,143667E-03               
-2261,29             462,68               -506,79              3,491928E+10                             6,244819E-03               
-2251                462,68               -506,79              3,517062E+10                             6,374691E-03               
-2240,71             462,68               -506,79              3,540704E+10                             6,467972E-03               
-2230,42             462,68               -506,79              3,564525E+10                             6,559807E-03               
-2220,13             462,68               -506,79              3,589016E+10                             6,668864E-03               
-2209,84             462,68               -506,79              3,61356E+10                              6,784876E-03               
-2199,55             462,68               -506,79              3,636588E+10                             6,856114E-03               
-2189,26             462,68               -506,79              3,661465E+10                             6,982123E-03               
-2178,97             462,68               -506,79              3,68394E+10                              7,053567E-03               
-2168,68             462,68               -506,79              3,706927E+10                             7,123476E-03               
-2158,39             462,68               -506,79              3,730895E+10                             7,21872E-03                
-2148,1              462,68               -506,79              3,754143E+10                             7,295654E-03               
-2137,81             462,68               -506,79              3,775932E+10                             7,331861E-03               
-2127,52             462,68               -506,79              3,797121E+10                             7,35754E-03                
-2117,23             462,68               -506,79              3,819339E+10                             7,427508E-03               
-2415,63             472,04               -506,79              3,147852E+10                             4,797623E-03               
-2405,34             472,04               -506,79              3,169883E+10                             4,882733E-03               
-2395,05             472,04               -506,79              3,192218E+10                             4,978736E-03               
-2384,76             472,04               -506,79              3,214601E+10                             5,067975E-03               
-2374,47             472,04               -506,79              3,237117E+10                             5,158925E-03               
-2364,18             472,04               -506,79              3,259641E+10                             5,255993E-03               
-2353,89             472,04               -506,79              3,282949E+10                             5,35842E-03                
-2343,6              472,04               -506,79              3,305846E+10                             5,451375E-03               
-2333,31             472,04               -506,79              3,329437E+10                             5,556054E-03               
-2323,02             472,04               -506,79              3,353114E+10                             5,670662E-03               
-2312,73             472,04               -506,79              3,377065E+10                             5,777048E-03               
-2302,44             472,04               -506,79              3,401257E+10                             5,89063E-03                
-2292,16             472,04               -506,79              3,425315E+10                             6,000635E-03               
-2281,87             472,04               -506,79              3,449045E+10                             6,104399E-03               
-2271,58             472,04               -506,79              3,473823E+10                             6,232078E-03               
-2261,29             472,04               -506,79              3,498475E+10                             6,354143E-03               
-2251                472,04               -506,79              3,522971E+10                             6,465929E-03               
-2240,71             472,04               -506,79              3,547469E+10                             6,579361E-03               
-2230,42             472,04               -506,79              3,572661E+10                             6,704383E-03               
-2220,13             472,04               -506,79              3,597613E+10                             6,833176E-03               
-2209,84             472,04               -506,79              3,62245E+10                              6,953865E-03               
-2199,55             472,04               -506,79              3,646538E+10                             7,060102E-03               
-2189,26             472,04               -506,79              3,67066E+10                              7,160252E-03               
-2178,97             472,04               -506,79              3,694359E+10                             7,254024E-03               
-2168,68             472,04               -506,79              3,718583E+10                             7,362974E-03               
-2158,39             472,04               -506,79              3,742287E+10                             7,456539E-03               
-2148,1              472,04               -506,79              3,765049E+10                             7,519178E-03               
-2137,81             472,04               -506,79              3,789098E+10                             7,618537E-03               
-2127,52             472,04               -506,79              3,809806E+10                             7,628962E-03               
-2117,23             472,04               -506,79              3,831548E+10                             7,670484E-03               
-2415,63             481,39               -506,79              3,150523E+10                             4,819356E-03               
-2405,34             481,39               -506,79              3,17232E+10                              4,903034E-03               
-2395,05             481,39               -506,79              3,194392E+10                             4,994284E-03               
-2384,76             481,39               -506,79              3,217014E+10                             5,087282E-03               
-2374,47             481,39               -506,79              3,239924E+10                             5,182228E-03               
-2364,18             481,39               -506,79              3,262954E+10                             5,28138E-03                
-2353,89             481,39               -506,79              3,286142E+10                             5,387261E-03               
-2343,6              481,39               -506,79              3,30936E+10                              5,48448E-03                
-2333,31             481,39               -506,79              3,33288E+10                              5,586942E-03               
-2323,02             481,39               -506,79              3,357149E+10                             5,710939E-03               
-2312,73             481,39               -506,79              3,381235E+10                             5,83062E-03                
-2302,44             481,39               -506,79              3,405156E+10                             5,937149E-03               
-2292,16             481,39               -506,79              3,430312E+10                             6,067092E-03               
-2281,87             481,39               -506,79              3,454364E+10                             6,180921E-03               
-2271,58             481,39               -506,79              3,479373E+10                             6,302407E-03               
-2261,29             481,39               -506,79              3,503866E+10                             6,425421E-03               
-2251                481,39               -506,79              3,530136E+10                             6,591117E-03               
-2240,71             481,39               -506,79              3,554451E+10                             6,694279E-03               
-2230,42             481,39               -506,79              3,580084E+10                             6,835354E-03               
-2220,13             481,39               -506,79              3,606225E+10                             7,001512E-03               
-2209,84             481,39               -506,79              3,630637E+10                             7,106466E-03               
-2199,55             481,39               -506,79              3,655058E+10                             7,212521E-03               
-2189,26             481,39               -506,79              3,682027E+10                             7,395121E-03               
-2178,97             481,39               -506,79              3,706574E+10                             7,522795E-03               
-2168,68             481,39               -506,79              3,730748E+10                             7,644385E-03               
-2158,39             481,39               -506,79              3,75432E+10                              7,716148E-03               
-2148,1              481,39               -506,79              3,778338E+10                             7,818261E-03               
-2137,81             481,39               -506,79              3,802037E+10                             7,919446E-03               
-2127,52             481,39               -506,79              3,824689E+10                             7,97644E-03                
-2117,23             481,39               -506,79              3,846472E+10                             8,019992E-03               
-2415,63             490,74               -506,79              3,152784E+10                             4,833607E-03               
-2405,34             490,74               -506,79              3,175213E+10                             4,927876E-03               
-2395,05             490,74               -506,79              3,197135E+10                             5,013083E-03               
-2384,76             490,74               -506,79              3,22003E+10                              5,115557E-03               
-2374,47             490,74               -506,79              3,242831E+10                             5,208671E-03               
